Comment,Liked
به نظر من هیچ طراحی بلد نیست و از بقیه در حد فاصله پیکان تا بنز عقبه سوخته دیگه تو بازار طرفدار نداره,0
کالای لوکس گران قیمت، اپل بیشتر نون اسم خودش رو میخوره تا نوآوری،رفقای تو ایران که بخاطر پز دادن میخرن وگرنه محدودیت استفاده ازش زیاده.,0
امنیت فوق العاده ضعیفه به طوری که سنسور تشخیص چهره با عکس دیجیتالی باز میشه,0
از نظر سخت افزار و نرم افزار ضعیفه و عقب مونده و حرفی برای گفتن نداره,0
طراحی بدنه فوق‌العاده و چشم نواز است,1
بهترین و بروز ترین اپ ها متعلق به آی او اس است سیستم عامل ساده و راحت,1
پردازنده بی‌نظیر و قدرت‌مند شارژدهی عالی از نقاط قوت این محصول هستند,1
هنگ داغی نسبی در زمان شارژ سختی کار با آیتونز,0
کاربری بسیار ساده و راحتی داره که از استفاده کردن از اون به شدت لذت می برید,1
شارژدهی واقعا عالی و بی نظیری داره.,1
در اوایل استفاده کمی تا بهش عادت کنید اذیت میشید,0
بدنه بسیار محکم و مقاومی داره و ضد ضربه است.,1
هنگ ها بسیار کم بود و اکثرا مربوط به برنامه نویسی ضیعف بعضی اپ ها می باشد خصوصا ایرانی ها که برنامه‌ های سیستمی اپل به طور مداوم همان هنگ های تک توک را هم توسط اپدیت های منظم برطرف می‌کند، برنامه ‌های دیگر هم نیز به طور نسبی توجه ویژه ای برای برطرف کردن عیب هایشان به می‌کنند.,1
طراحی و زیبایی هم که واقف هستید که چطوری دلبری می‌کنه.,1
سیستم عاملی کاملا روون صدای خوب بدنه ی خوشدست داره,1
محدودیت های زیادی هم برای شما داره چه از نظر سخت افزار چه نرم افزار خش پذیری بالا هم داره,0
باتری با کار عادی یک روز به زور دووم میاره با وای فای کاملا ناامیدکننده هست,0
صفحه نمایش سیستم عامل دوربین سخت افزار همگی سر تر از هر گوشی هستن,1
تو سرعت کم میاره از بقیه پرچم دار ها ضعیف تر هست,0
متاسفانه در برابر سایر پرچمداران اندرویدی میشه گفت مطلقا هیچ کارایی ای نداره و اغراق هم نکردیم,0
در این گوشی در حالت عادی برای کوچک ترین و سطحی ترین و معمولی ترین امکانات اندروید کلی هزینه کنید ایران تحریمه,0
متاسفانه حجم فایل ها و برنامه ها چندین برابر معموله و هم باعث اتمام حجم اینترنت هم اشغال حافظه میشه,0
اول باید به نقاط قوتش پرداخت که میشه به سبک بودن سیستم عامل اشاره کرد، خیلی خوبه واقعا و شاید بشه گفت یک و نیم برابر اعداد در عمل کارایی داره تکنولوژی هم بسیار جالبه,1
از صفحه نمایش هم که حرفی واسه گفتن نیست، با تراکم پیکسلی و رزولوشن هیچ حرفی در برابر هیچ گوشی ای نداره,0
به شدت عاشق گوشی هستم به نظر من از همه لحاظ زیبا و قشنگ هست,1
دوربین و سیستم عامل خوب، آنتن دهی بسیار قوی، سخت افزار با کیفیت,1
باتریش خیلی ضعیفه ولی اینکه میگن اصلا هنگ نمیکنه الکیه برای من پیش اومده بعضی اوقات که لگ بزنه یا هنگ کنه,0
اپ استور خیلی منظم و دقیق عمل میکنه هر برنامه ای که بخوای در دسترس هست، تو ایران هم خیلی خوب جواب میده,1
راحت میتونی باهاش کار کنی نهایتا اگه جایی به مشکل بخوری با فیلترشکن مشکلت حل میشه,1
ولی مشکل اساسی محدودیت ها که خیلی رو مخ آدم میره و اگه نتونی باهاش کنار بیای خیلی آزاردهنده میشه,0
نسبت به رقبا صفحه نمایش ضعیف تری داره و گرون هست به نسبت,0
بی نقص ترین رابط کاربری رو دارد از روان بودن به حیرت میام,1
طراحی بسیار شکیل و زیبا کیفیت ساخت عالی,1
سخت افزار و باتری قدرتمند دوربین بسیار باکیفیت,1
سیستم عامل فوق العاده تقریبا هیچ محدودیتی نداره و میشه باهاش هر کاری کرد,1
"حتی با وجود محدودیت هاش که اونم بخاطر امنیت بالاش هست, یه دنیای کاملا متفاوت و دلنشین هست و کار کردن باهاش چندین برابر لذت بخش تر است.",1
یکی از نکات مهم که برای من خیلی اهمیت داره فوق العاده خوشدست بودن این گوشی هست. یعنی آدم وقتی داره باهاش کار میکنه عمیقا لذت میبره از خوشدست بودنش,1
سیستم عامل ای او اس و بدون هنگ، کیفیت جنس تاچ و بدنه، کیفیت هندزفری عالی، امنیت بالا,1
باتری میتوانست کمی قوی تر باشد مصرف باتریش بالا است,0
یه کم اذیت میشید چون دیگه نمیتونید راحت آهنگ بریزید و روی فایل های سیستمی مدیریت داشته باشید و برنامه هاتون رو راحت روش نصب کنید,0
هرچند تحریم هستیم ولی ساپورت نرم افزاری عالیه,1
هنگ و لگ نداره و اعصابت رو خورد نمیکنه,1
دوربین و لنز هم جای حرف نداره و الکی دنبال عدد نیست,1
فوق العاده سریع و روان در اجرای برنامه و بازی و البته مولتی تسکینگ,1
باتری برای یک روز کافی نیست و نمیتونی خوب استفاده کنی,0
این موبایل رو یک ماهی میشه خریدم و کمبودی احساس نکردم هر برنامه ای رو که میخواستم سریع در اپ استور پیدا میکنم,1
تو ایران پشتیبانی نمیشه راضی نیستم.,0
از نظر قدرت با وجود چیپست ها هیچی کم براتون نمیذاره دوربین که اصلا جای بحث نداره,1
سیستم عامل فوق العاده اش که هر روز یه چیز جدید توش پیدا میکنی,1
کسی رو راضی نمیکنه هر کسی توانایی خرید نداره,0
از قیمت زیاد این گوشی نمیشه گذشت کاش قیمت کمتری داشت,0
گوشی خوبه ولی قیمت آن غیرمنصفانه است ارزش خرید نداره,0
نقاط قوت سخت افزار قوی نسبت به قبل طراحی زیبا و خوشدست,1
سرعت موشک با عملکرد فوق العاده سریع دستیار صوتی بی نظیر حسگر اثر انگشت فوق العاده,1
خیلی گوشی بی کیفیتی بود و باتریش رو قورت میداد,0
تو شارژ ترکید و صفحه و هاردش سوخت,0
اصلا آشغال بود خود به خود برنامه نصب میکرد ویروسی میشد هزار بار فلش هم زدم ولی درست نشد,0
صفحه آن خراب شد و چند تا خط بزرگ پر رنگ تو صفحش بود که با فلش هم درست نشد,0
عملکرد گوشی اختلال داره و درست کار نمیکنه,0
گوشی های اندرویدی عمر کمی دارن و زود ازکارافتاده میشن این تجربه رو با بدبختی کسب کردم,0
اگه دنبال یه گوشی با طول عمر بالا و بدون ویروس و هنگ و سرعت بالا هستید من پیشنهاد میکنم,1
من رو خسته کرد فروختم رفت نه میشه چیزی درست بریزی نه چیزی درست حسابی دانلود کنی,0
تو ایران فایده و کاربرد نداره استفاده نمیشه,0
سرعت فوق العاده راحتی استفاده امکانات کارآمد و زیاد,1
سرعت عملکرد فوق العاده و برنامه های بی نظیر اختصاصی اپل رو داره، بدون افت سرعت چند سال میتونین ازش استفاده کنین,1
فوق العاده ، لوکس ، عالی ، محشر ، قابل مقایسه با هیچ گوشی نیست حتی بهترین,1
هنگ میکنه، خیلی برنامه ها کرش میدن، زود شارژ خالی میکنه، داغ میشه,0
در مورد آپدیت بگم که سرعت گوشی عالی شده تاچ دلپذیر تر شده.,1
دوستان واقعا بهترین گوشی ممکنه هیچ چیزی براتون کم نمیزاره,1
راحت تا چند سال جوابگو هست و نیازی به عوض کردن گوشی ندارین و اصلا تو بازی کم نمیاره این گوشی یه غول به تمام معنا است.,1
واقعا نمیصرفه به قیمت خدایی من داشتم محدودیت زیاد داره,0
سرعت بالا دوربین قوی سیستم عامل روان,1
دیر شارژ شدن باتری داغ شدن زیاد که ناشی از کار مداوم هست که خیلی قدرتمنده باتری با ظرفیت کم,0
نبود شارژ سریع ضد آب نبودن نبود فایل منیجر,0
قیمت زیاد محدودیت های بی جا و بدون دلیل,0
اکثر امکانات برای ایرانی ها بی استفاده هست خیلی ناامید کرد.,0
عدم وجود کیبورد فارسی به راحتی از دست لیز میخوره,0
هیچ پشتیبانی‌ ای از زبان فارسی نمیکنه درحدی که حتی کیبوردی به نام فارسی در بین گزینه هاش وجود نداره,0
باید بهتون بگم در خرید شک نکنید عالیه,1
گوشی بسیار باکلاس و شیک هست مخصوصا رنگ گلد که فوق العاده هست,1
نقطه قوت هیچی نداره خیلی ضعیفه,0
بسیار روان و خوشدست و یک ارتقا بسیار ارزشمند برای من,1
واقعا همه چی تمومه بسیار زیبا و عالی,1
اصلا ظاهر قشنگی نداره از لحاظ کارایی کمبود داره,0
واقعا گوشی خوبیه اپل کلاس خیلی بالایی داره هم قشنگ هست هم قوی,1
فقط کلاس داره همین دیگه هیچی نداره فقط پول برند رو میگیره ,0
خیلی داغ میکرد اذیت میکرد تا این که بعد یه ماه گوشی خاموش شد و دیگه روشن نشد,0
خریدم خیلی پشیمون هستم راضی نیستم,0
سنسور نویگیشن بی نظیر و سرآمد بر هر دیوایسی,1
بهره وری در هماهنگی فرمویر و اپلیکیشن های موجود حداقل لگ و گرفت و گیر در حین اجرای چند اپلیکیشن,1
ماندگاری از اول صبح تا آخر شب برای باتری که با نهایت استفاده یک روز کامل یاور خواهد ماند,1
قابلیت تاچ که خود کارایی متمایزی را به ارمغان دارد,1
میشه اون رو متمایز دونست هماهنگی فوق العاده سخت افزار و نرم افزار,1
دوام و استحکام بی نظیر بدنه آن و همچنین دوام کابل شارژر و هندزفری آن که به نوعی سیم بوکسلی است در نوع خود,1
قیمت نسبتا بالا در تجهیزات جانبی,0
از برند های چینی هم پایین تر هست آنطور که انتظار میرفت ازش استقبال نشد,0
واقعا گوشی معرکه ای هست واقعا ازش راضی هستم,1
من یه ماهه این گوشی رو گرفتم و واقعا عالیه,1
پوکید رفت و همش هنگ میکنه,0
تمام تلاشش رو کرده که کاربر از کار کردن با گوشی لذت ببره و اون قدر نرم افزار و سخت افزار گوشی با هم هماهنگ هست که هیچ وقت هنگ و لگ زدن رو توی گوشی مشاهده نمی کنید,1
من که شخصا عاشق تاچ سه بعدی ام خیلی کارم رو سریع تر راه میندازه,1
توی یه کلام بهترین برند موبایل چه از نظر کیفیت ساخت چه نرم افزار,1
سرعت فوق العاده اجرای برنامه ها حتی به طور همزمان ,1
کیفیت بالای ساخت بسیار زیبا و خوشدست,1
من این گوشی رو بیشتر از یک سال هست که دارم و استفاده میکنم، انصافا همه چیزش عالیه و من راضیم، سرعت، کیفیت دوربین، نوآوری، همه چی,1
نقطه ضعف اصلی آن دیر شارژ شدن باتری است,1
اغراق آمیز و اشباع بیش از حد کیفیت دوربین آن را پایین آورده است.,0
برترین فاکتور این گوشی سیستم عامل روان و هماهنگی آن با سخت افزار و امنیت مثال زدنی آن است,1
از همه نظر واقعا عالیه از کیفیت ساخت عالی گرفته تا صفحه نمایش و دوربین باکیفیت و طبیعی,1
پیشرفت های خوبی رو داشته مانند: پردازنده ی سریع تر، مقاومت در برابر آب، و تا حدودی هم پیشرفت دوربین در نور کم,1
فناوری لمس سه بعدی این گوشی بسیار کاربردی است,1
دوربین آن. سیستم عامل خوب. کیفیت قطعات مناسب. به روز بودن. شیک,1
چهار ماهه گرفتمش به جرات میتونم بگم در نوع خودش بهترینه,1
من که خیلی راضیم حتما پیشنهاد میکنم,1
انتقال فایل به گوشی به راحتی امکان پذیر نیست سخت میشه,0
گوشی یکم بهش عادت کنین ور برین خیلی جذاب میشه از لحاظ دوربین حرفی نمیذاره بمونه سخت افزار بی نظیر هست,1
برنامه ها مشکل دارن و به راحتی نمیتونین باهاش کار کنین,0
ایرادات زیادی میشه به این گوشی گرفت و در کل خریدش پیشنهاد نمیشه,0
نقطه قوتی نداره و بسیار بی کیفیت و ضعیف هست.,0
خریدم و یک ماه استفاده کردم اما بعد فروختمش خوب نبود راضی نبودم,0
نیاز های دسته بزرگی از کاربران را نادیده می گیرد و برطرف نمیکند ارزش ندارد,0
سرعت بسیار بالا در اجرای برنامه ها کیفیت صفحه نمایش فوق العاده هنگ نکردن به هیچ وجه,1
دوربین هم واقعا عالی ، ویژگی تصاویر زنده هم که دیگه محشره,1
برای خرید گوشی تو این رنج قیمت بی شک گزینه ی مناسبی هست ، تردید نکنید.,1
محدودیت هایی که این مدل داره من رو از خرید آن منصرف کرد استفاده ازش سخته.,0
گوشی خیلی داغ میکنه و گاهی دست رو می سوزونه,0
برخلاف باور عموم باتری اصلا ضعیف نیست دوربین واقعا حرف نداره,1
این گوشی بسیار خوشدست هست و کاملا از کار کردن باهاش لذت میبرین,1
بلوتوث نداره مزخرفه باید دیتا دانلود کنید که کلی وقت میبره تازه ارور لایسنس میده,0
من این گوشی رو چهار ماه میشه که دارم واقعا فوق العاده هست تا الان هیچ ضعفی یا هنگی ازش ندیدم,1
تری دی تاچ و اثر انگشت دقیق و سریع طول عمر بالا,1
دوربین عالی با امکانات بی نظیر دوربین عالی با امکانات بی نظیر,1
بعد یه مدت خراب شدن هنگ کردن سرعت افت کرد ویروسی شدن لگ پیدا کردن,0
از همون ابتدا باگ و لگ داشت اسپیکرش سوخت,0
مموری و سیم کارت خراب شد کلا اندروید چیزی مثل اسباب بازی هست و سیستم عامل مزخرف هست و زود باعث خراب شدن گوشی میشه,0
طراحی خوب بدنه و خوش دست بودن ، سبک بودن، باتری خوب، شارژ و هندزفری خوب,1
ضد آب نیست خیلی داغ میکنه و خرج زیادی برمیداره,0
سخت افزار خیلی ضعیفی داره و به درد هیچ کاری نمیخوره,0
این گوشی از پس هیچ پردازشی بر نمیاد و اصلا به درد نمیخوره,0
کل گوشی ها قیمت زیاد دارن این گوشی ضد آب نیست و ضد آب نبودن یکی از بدی های این دستگاه هست,0
این گوشی برعکس رقیب ها کارت حافظه ندارد و این مشکل باعث شده که این دستگاه از حافظه داخلی استفاده کند,0
یکی دیگر مشکلات این محصول نداشتن زبان فارسی است و اگر یک ایرانی که زبان های خارجی را بلد نباشد از این محصول نمی تواند استفاده کند,0
سرعت ماورای تصور صفحه نمایش کیفیت صدا عالی,1
واقعا از زمان حال خیلی جلوتره همه چیز تمام,1
تمام فاکتور های نقاط قوت اپل رو داره از جمله پردازنده هسته های مرکزی، دوربین و پخش صدا، ظاهر,1
خوشدست قشنگ اجرای روان دوست داشتنی,1
دوربین خیلی خوب ، کیفیت بالا در ثبت فیلم سرعت بسیار بالا,1
کاش ظرفیت باتری بهتر بود خیلی ضعیفه,0
عدم مقاومت نسبت به رطوبت و آب واقعا این ضعف بزرگیه که با یه آب خوردن ساده گوشی اینجوری نابود بشه,0
باطری ضعیف، کابل بد شارژر، عدم مقاومت نسبت به آب,0
سیستم عامل روان و سریع ظاهر زیبا کیفیت ساخت عالی,1
تنوع وسایل جانبی مخصوصا قابهای متنوع عدم هنگی پشتیبانی قوی نسخه های جدیدتر,1
دوربین سلفی نه چندان قوی باطری ضعیف,0
باطری این گوشی بعد از سال استفاده ضعیف شده و زود خالی میشه نسبت به روزهای اول استفاده ام از این گوشی,0
اپ استور بعضی وقت ها برای آی پی ایران بسته میشه و نمیشه ازش برنامه ای دانلود کرد,0
جنس بدنه عالی باطری قوی طراحی بسیار زیبا,1
برجستگی دوربین لوازم جانبی بسیار گران قیمت بسیار بالا,0
محدودیت های سیستم عامل مسدود شدن های گاه و بیگاه فروشگاه اپل به خاطر تحریم,0
پیچیده هست لمس سه بعدی اصلا کارآمد نیست,0
گوشی بسیار باکیفیت و خوبیه. طراحی زیبایی داره و بسیار کارآمد.,1
اگه توان مالیشو دارید در خریدش شک نکنید.,1
یه مقدار سنگین دوربین جلو هم میتونست بهتر باشه,0
لمس بالاترین کیفیت و کارایی و بالاترین فناوری مزیت هست,1
زیبا ترین و شکیل ترین گوشی همیشه بهترین و یکه تاز می باشد.,1
تراشه بسیار قوی کیفیت صفحه فوق العاده باطری با طول عمر بالا,1
رتینا فلش و صفحه ی کمی خمیده در یک کلام عالیه,1
طراحی زیبا و سرعت بالای تاچ آیدی دوربین خوب و دوربین سلفی خوب,1
لنز دوربین بیرون زده وزن زیاد هست,0
دوربین قوی و با نویز کم برنامه های بسیار سریع تر و کاربردی تر نسبت به اندروید,1
دوربین: با کارایی بالا، عکس های باکیفیت، فیلمبرداری عالی، فیلم اسلوموشن جذاب,1
سیستم عامل سریع، روان، بدون هنگ برای کسانی که از کند بودن گوشی خسته شدن بهترین انتخاب هست,1
کیفیت ساخت: بدنه خوب و فلزی، قرارگیری مناسب دکمه ها، صفحه نمایش باکیفیت و جوابگو زیر نور آفتاب,1
هنگ کردن گوشی به شدت رو اعصاب هست,0
این گوشی فوق العاده هست نسبت به قیمت عالیه,1
از چشمم افتاده درست کار نمیکنه و خراب شده,0
تاچ ایدی که واقعا سریع ترین است واقعا باید امتحان کرد تا فهمید چه خبره همچنین لمس سه بعدی واقعا جالب هست و کارتون رو سریع تر و بهتر پیش میبره,1
دوربین سلفی و اصلی هم خیلی تغییر کرده و خیلی بهتر شده نسبت به قبل,1
از لحاظ پردازنده هم که واقعا عالیه و چیزی برای ایراد نداره رزولوشن صفحه هم خیلی بهتر شده و تو ظهر آفتاب همه چیز رو میبینید,1
کیفیت دوربین و صفحه پایین است و سرعت مناسبی ندارد.,0
شفافیت صفحه مثال زدنی و چشم نوازی داره.,1
به نظر من این گوشی همه قابلیت های یک گوشی خوب و مدرن و کارآمد رو با هم داره,1
سخت افزار فوق العاده قدرتمند سیستم عامل عالی و امکانات منحصر به فرد آن,1
عالیه هیچگونه لگ نداره و یک گوشی به تمام معنا هست,1
محدودیت در دانلود فایل از اینترنت و محدودیت ارتباط و انتقال فایل با دستگاه ها,0
واقعا کار با آن به علت سریع بودن سیستم عامل آی او اس لذت بخش هست,1
در حال حاضر شرکت اپل از بهترین فناوری و بهترین قطعات برای ساخت گوشی هاش داره استفاده میکنه,1
بعد از چند مدت کار کردن قطعات فرسوده میشه کار با دو دست سخته,0
دوربین پشت و جلو عالی صحفه نمایش باکیفیت توان پردازشی فوق‌العاده,1
پاسخ گویی خیلی سریع و بی نظیر به تمامی فرامین,1
خوشدستی کیفیت ساخت عالی نرم افزار و سیستم عامل خیلی روان و عالی,1
راحتی استفاده حسگر اثر انگشت خیلی دقیق و سریع,1
از همه لحاظ عالیه تو قسمت نقاط قوت هر چی که گفتم عین حقیقته و اون نقاط قوت ها واقعا خیلی عالیه,1
باتری در حد متوسط در مورد اسپیکر حجم اون در حد متوسطه کیفیت خوبی نداره,0
برجستگی دوربین توی ذوق میزنه و خوب نیست,0
این گوشی هیچی کم نداره سرعت زیاد راحتی امنیت,1
واقعا عالیه من داشتم خیلی محشر بود بخرید,1
رابط کاربری پیچیده کیفیت صفحه خیلی پایین,0
طراحی اش اصلا هیچ تغییری نسبت به مدل قبلی نداره به نظر من این گوشی نسبت به هم رده های خودش خیلی پایینه,0
من این گوشی رو اول تیر خریدم واقعا عالیه باطری فوق العاده هست یه روز با استفاده سنگین و دو روز با استفاده سبک دووم میاره,1
لمس سه بعدی باعث افزایش وزن گوشی شده است لنز برجسته است,0
من تازه گرفتم خیلی ازش راضی هستم واقعا گوشی خوبی هست,1
دوربین عالی اسلوموشن جذاب و خیلی روان سخت افزار قدرتمند,1
سیستم عامل عالی و هماهنگ با سخت افزار پایدار و روان,1
جنس بدنه و شیشه گوشی عالی هست ضدخش بودن لنز,1
کیفیت تصویر که در مقابل هم رده هاش حرفی برای گفتن نداره دوربین هم که خیلی از هم رده هاش ضعیف تر هست,0
فقط چون آدم های معروف میخرن معروف و گرون شده و مردم هم میخرن واقعا ارزش خرید نسبت به قیمت نداره,0
طراحی زیبا باکیفیت و کارایی خیلی خوب شیک و باکلاس,1
بعد از آپدیت جدید باطری زود خالی میکنه و نقطه ضعف هست,0
از هر لحاظ عالیه ارزش خریدن داره چون سخت افزار بسیار قدرتمندی داره,1
خیلی بهتر و خوشدست تر و پرفروش تر هست عالی در کل و بسیار شیک,1
همه چیز عالیه حتما برای خرید پیشنهاد میکنم,1
هیچ نقصی نداره بدون تردید سفارش بدن,1
به شدت خوش دست و زیبا عملکرد سریع در اجرا برنامه ها,1
مناسب ترین سایز گوشی همین هست از طراحی زیباش هم که هر چقدر بگم کمه.,1
طراحی فوق العاده کاربردی و هماهنگی کامل سخت افزار با نرم افزار گوشی ارگونومیک به معنای واقعی,1
ای کاش بدنه اش از جنس تیتانیوم بود نه آلومینیوم,0
این گوشی با فکر و کاملا حساب شده و دقیق طراحی و ساخته شده,1
روان و سریع ظاهر فوق العاده خوشدست بودن,1
اگر میخواین باهاش بازی کنین یا کارای سنگین بهتره سمت این گوشی نرین کوچیکش شمارو برای گیم بازی کردن راضی نمیکنه.,0
یک هفته میشه که خریدمش، تو این مدت خیلی به دلم نشسته واقعا ارزش پولی که پاش دادم رو داره,1
کیفیت ساخت خوب دوربین عالی باطری عالی سرعت بالا خوشدست,1
این گوشی خیلی ظریف و ناز هست و نرم افزار بهینه و قدرتمندی داره,1
بعد از یک هفته کار باهاش ازش دلزده شدم. انتظارات من رو برآورده نکرد.,0
نقاط ضعفش بیشتر از نقاط قوتش هست و ایراد های ریز و درشتی داره.,0
در ساخت این گوشی سهل انگاری شده و اشتباه صورت گرفته و محصول نهایی ناقص و پر از ایراد هست.,0
واقعا گوشی بی نظیری هست حرف نداره آنچنان محدودیتی هم دوستان میگن نداره در کل عالی حتما پیشنهاد میشه,1
کیفیت اسپیکر صفحه نمایش دوربین اصلی عالی,1
خوشدست سرعت بالا بعد از کمی تحقیق این گوشی رو خریدم و کاملا راضی هستم,1
دوربین فوق العاده هستش سلفی اش تو جاهای تاریک نسبتا قابل قبوله ولی دوربین اصلی خیلی عالیه,1
فیلمبرداری خیلی خوبه و اصلا لرزش دست تو فیلمبرداری نمی افته و ذرات بارون رو هم تو فیلمبرداری براتون میگیره و میکروفون دوربین بسیار عالی هست,1
آنتن دهی خوبی داره و قطع و وصل نمیشه,1
واقعا وضوح تصویر خوبی داره کیفیت صدای تماس و اسپیکر خیلی خوبه,1
بسیار منو ها و برنامه هاش روان اجرا میشه و اصلا تیک نمیزنه,1
لبه هاش شکسته یا صفحه اش ترک برداشته یا رنگش رفته,0
خیلی سنگین میشه و تیک میزنه و منو هاش یا کل گوشی روان نیست,0
باگ های متعدد نرم افزاری داره که کاربر رو به سطوح میاره و خسته میکنه,0
باگ و لگ به مقدار زیاد بعضی وقت ها کار باهاش غیر قابل تحمل میشه,0
قیمت بالا رو که در نظر بگیریم چندان ارزش خرید نداره و با پول ایران خریدش غیر منطقی هست.,0
از خریدش پشیمون هستم خیلی اذیت میکنه درست کار نمیکنه,0
گوشی خوبیه. همه امکانات رو داره. انتخاب خوب و عالی هست,1
عملکرد مناسب حسگر اثر انگشت هماهنگی بی نقص بین نرم افزار و سخت افزار,1
ظاهر فوق العاده خوشدست باطری عالی,1
حسگر انگشت تغییر داشته و عملکرد خیلی بهتری داره,1
دوربین سلفی تو شرایط نوری کم ضعیف و دارای نویز زیادی میباشد. پاور لق بود.,0
تایپ باهاش و هندلینگش راحته باطریشم خیلی خوبه,1
دوربین سلفی جالب نیست اگر قبلا هم گوشی با صفحه بزرگ داشتید به مشکل برمیخورید,0
ارزش خرید بالا نسبت به قیمت کارایی فوق العاده,1
انتخابی خوب برای کسانی که یه گوشی بادوام و باکیفیت و در عین حال کارآمد و شیک میخوان.,1
بعد از مدتی استفاده کند میشه و سرعت خودش رو از دست میده.,0
قدرت سخت افزاری پایین و عدم توانایی اجرای برنامه و بازی های سنگین.,0
قدرت پردازشی کم این گوشی ناامیدکننده است و انتظارات را برآورده نمیکند.,0
پس از یک ماه استفاده از یک ارتفاع کم از دستم لیز خورد و افتاد زمین و شکست صفحه گوشی ترک برداشت و دیگه قابل استفاده نیست.,0
گارانتی و پشتیبانی خیلی ضعیف هست و به خواسته های مشتری متاسفانه توجه نمیشه.,0
کند شدن درش معنایی نداره و واقعا روان هست و کار باهاش لذت بخش هست.,1
در یک کلام به معنای واقعی گوشی باکیفیت و خوشدست هست تو خریدش شک نکنین حتی یک لحظه,1
حاشیه های زیاد در اطراف صفحه نمایش. قدیمی شده,0
دوربین سلفی خوب هست ولی میتونست قوی تر باشد. بلندی صدای اسپیکر میتوانست استریو و بلند تر باشه.,0
سرعت بسیار خوب و عدم هنگی. سایز بسیار مناسب.,1
کیفیت ساخت بسیار خوب. دوربین اصلی بسیار با کیفیت در تمام شرایط نوری حتی با بدون لرزشگیر نوری.,1
داغ نشدن گوشی در استفاده معمول. در شش ماه استفاده ازش کاملا راضی هستم.,1
دوربین جلو یکم ضعیف هست. طراحی قدیمی,0
دوربین به توی این زمان اوکی نیست ضعیف هست نسبت به رقبا کم هست,0
هر چیزی که از یک گوشی انتظار داشتم رو برآورده کرد معرکه هست,1
کیفیت بالای ساخت و وزن واقعا پایین گوشی جمع و جور,1
دوربین اصلی و سلفی بسیار خوب و راضی کننده به همراه ویژگی اسلوموشن,1
توان پردازشی بالا در اجرای تمامی برنامه ها باتری مناسب برای کار های روزمره,1
به روز رسانی های سیستم عامل هم به بهترین نحو ممکن انجام میشه و در طی این آپدیت ها به مراتب کارایی دستگاه بالا تر میره,1
کیفیت سلفی اش هم واقعا شگفت انگیز هست در مجموع گوشی خیلی خوبی هست,1
فقط یک مسئله که وجود داره یک مقدار تعامل با ویندوز به نسبت سخت تر هست,0
مثل همیشه بی نظیره. دوربین قوی امنیت بالا,1
تعریف لازم نداره. صدای قوی باطری قوی سخت افزار بی نظیر,1
قابلیت های این گوشی بسیاری از نیازهای روزمره را مرتفع میکنه و از نظر طراحی و زیبایی ظاهری بسیار عالیه.,1
از نظر قیمت هم بسیار مناسبه به همین دلیل به کسانی که دنبال یک گوشی خوب، بادوام و زیبا و کارآمد هستند توصیه میکنم بخرن.,1
زیبایی در طراحی، خوشدست قابلیتهای بالا، سیستم عامل یکپارچه و کارآمد، جنس بدنه بسیار خوب,1
جنس بدنه این گوشی پلاستیکی است و طراحی مناسبی ندارد.,0
نقاط ضعف طراحی بچه گانه و مسخره هست که مطابق سلیقه آدم نیست,0
قیمت این محصول ثابت نیست و نوسان های زیادی داره و ممکنه در آینده کاهش پیدا کنه توصیه میکنم فعلا نخرید,0
به هیچ وجه این گوشی رو نخرید که پشیمون خواهید شد از ما گفتن,0
باتری ضعیف که حتی یک روز هم دووم نمیاره همه جا و همیشه نیاز به شارژر یا پاوربانک دارید,0
قیمت خود گوشی و لوازم جانبی بسیار بالا است و صرفه اقتصادی ندارد.,0
نسبت به رقیب ها ضعیف عمل کردن و به مقدار کافی تلاش برای جلب رضایت مشتری نکردن.,0
با توجه به طرح رجیستری اپل، آیفون نایاب شده حتی اطمینانی هم به فروشنده ها نمیشه کرد,0
یه گوشی از نامدار ترین برند تاریخ گوشی های هوشمند با یه سیستم عامل فوق العاده,1
عاشق این گوشی شدم در عین حفظ اصالت از ویژگی های محبوب برند استفاده کرده و همچنین قیمت معقول,1
این گوشی رو که دست بگیری جدا از پز مد به مد عوض کردن اپل فقط از خودش لذت میبری به نظر من که حرف نداره .,1
سیستم عامل قابل اعتماد و اعتیاد آور دوام باتری معرکه,1
سرعت بالا در انجام تمامی کارها سایز مناسب,1
سنسور دوربین و مشخصات آن فوق العاده که میتونید بهترین و خاطره انگیز ترین عکس ها رو باهاش ثبت کنید.,1
واقعا زیبا کاربردی و ایمن هست و هیچ وقت از آن خسته نخواهید شد.,1
آپدیت های به موقع و متعدد از طرف شرکت اپل باعث بهبود پرفورمنس گوشی و ارتقا امنیت سیستم عامل میشه و خیال کاربر از همه چیز راحت هست,1
گوشی خیلی داغ میکنه و حرارت بالایی میگیره که دست رو میسوزونه.,0
یه گوشی قابل اعتماد ، زیبا و سریع با دوربین عالی,1
اگه بودجه محدود دارین یا آینده گوشی براتون مهمه سمت این نرین پیشنهاد نمیشه کلا,0
از بابت قوی بودن بدنه خیالم راحت هست و اینکه اندازه طوری هست که توی دست قشنگ جا میگیره و دیگه نیاز نیست نگران افتادن و لیز خوردن از توی دست هام باشم,1
دوربین جای هیچ ایرادی نداره خصوصا دوربین سلفی جدی میگم عالیه,1
